Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 25_level_0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
1625,Johan Manzambi,ch SUI,MF,Freiburg,de Bundesliga,19,2005,27,26,2077,23.1,5,4,9,5,0,0,4,2,0.22,0.17,0.39,0.22,0.39,Matches
1626,Sekou Mara,fr FRA,FW,Auxerre,fr Ligue 1,23,2002,27,14,1226,13.6,3,2,5,3,0,0,0,0,0.22,0.15,0.37,0.22,0.37,Matches
1627,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,22,2002,32,29,2597,28.9,0,2,2,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches
1628,Marcão,br BRA,DF,Sevilla,es La Liga,29,1996,13,11,938,10.4,1,0,1,1,0,0,5,1,0.10,0.00,0.10,0.10,0.10,Matches
1629,Solly March,eng ENG,MF,Brighton,eng Premier League,31,1994,4,0,41,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1630,Vincent Marchetti,fr FRA,MF,Paris FC,fr Ligue 1,28,1997,23,9,825,9.2,2,1,3,2,0,0,1,0,0.22,0.11,0.33,0.22,0.33,Matches
1631,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,31,1993,11,9,808,9.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
1632,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,30,1995,16,13,1178,13.1,0,1,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches
1633,Mariano,do DOM,FW,Alavés,es La Liga,31,1993,10,3,288,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1634,Luca Marianucci,it ITA,DF,Torino,it Serie A,21,2004,10,6,575,6.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
1635,Luca Marianucci,it ITA,DF,Napoli,it Serie A,21,2004,2,1,119,1.3,0,1,1,0,0,0,0,0,0.00,0.76,0.76,0.00,0.76,Matches
1636,Arkaitz Mariezkurrena,es ESP,FW,Real Sociedad,es La Liga,20,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1637,Marius Marin,ro ROU,MF,Pisa,it Serie A,26,1998,23,18,1281,14.2,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
1638,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,22,2003,34,15,1502,16.7,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches
1639,Rafa Marín,es ESP,DF,Villarreal,es La Liga,23,2002,23,21,1979,22.0,1,0,1,1,0,0,1,0,0.05,0.00,0.05,0.05,0.05,Matches
1640,Renato Marin,it ITA,GK,PSG,fr Ligue 1,19,2006,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1641,João Mário Lopes,pt POR,"DF,MF",Bologna,it Serie A,25,2000,10,10,735,8.2,1,0,1,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,Matches
1642,João Mário Lopes,pt POR,MF,Juventus,it Serie A,25,2000,10,2,258,2.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1643,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,31,1994,27,24,2145,23.8,2,0,2,2,0,0,4,0,0.08,0.00,0.08,0.08,0.08,Matches
1644,Omar Marmoush,eg EGY,"FW,MF",Manchester City,eng Premier League,26,1999,21,8,700,7.8,3,3,6,3,0,0,3,0,0.39,0.39,0.77,0.39,0.77,Matches
1645,Tomas Marques,es ESP,MF,Barcelona,es La Liga,18,2006,2,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1646,Marquinhos,br BRA,DF,PSG,fr Ligue 1,31,1994,14,11,1052,11.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1647,Unai Marrero,es ESP,GK,Real Sociedad,es La Liga,23,2001,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1648,Callum Marshall,nir NIR,FW,West Ham,eng Premier League,20,2004,2,0,60,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1649,Eric Martel,de GER,"MF,DF",Köln,de Bundesliga,23,2002,31,30,2559,28.4,2,2,4,2,0,0,12,1,0.07,0.07,0.14,0.07,0.14,Matches
1650,Aarón Martín,es ESP,"MF,DF",Genoa,it Serie A,28,1997,33,26,2156,24.0,1,5,6,1,0,1,2,0,0.04,0.21,0.25,0.04,0.25,Matches
1651,Carlos Martín,es ESP,"MF,FW",Rayo Vallecano,es La Liga,23,2002,11,7,450,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1652,Gerard Martín,es ESP,DF,Barcelona,es La Liga,23,2002,32,26,2119,23.5,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
1653,Iván Martín,es ESP,MF,Girona,es La Liga,26,1999,35,29,2532,28.1,0,1,1,0,0,0,5,1,0.00,0.04,0.04,0.00,0.04,Matches
1654,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,19,2006,25,25,2250,25.0,2,0,2,2,0,0,6,0,0.08,0.00,0.08,0.08,0.08,Matches
1655,Mario Martín,es ESP,"MF,FW",Getafe,es La Liga,21,2004,35,26,2125,23.6,2,1,3,2,0,0,11,0,0.08,0.04,0.13,0.08,0.13,Matches
1656,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,24,2001,30,11,1081,12.0,1,4,5,1,0,0,3,0,0.08,0.33,0.42,0.08,0.42,Matches
1657,Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,22,2003,35,33,2666,29.6,2,3,5,2,0,0,6,0,0.07,0.10,0.17,0.07,0.17,Matches
1658,Daniel Martinez,es ESP,DF,Atlético Madrid,es La Liga,21,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1659,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,32,1992,32,32,2835,31.5,0,1,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matches
1660,Joaquín Martínez Gauna,es ESP,"MF,DF",Sevilla,es La Liga,22,2003,21,14,1408,15.6,2,3,5,2,0,0,1,0,0.13,0.19,0.32,0.13,0.32,Matches
1661,Josep Martinez,es ESP,GK,Inter,it Serie A,27,1998,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1662,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,27,1997,30,27,2159,24.0,17,6,23,17,0,0,4,0,0.71,0.25,0.96,0.71,0.96,Matches
1663,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,27,1998,18,13,1233,13.7,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
1664,Pablo Martínez,es ESP,MF,Levante,es La Liga,27,1998,27,21,1857,20.6,1,5,6,1,0,0,3,0,0.05,0.24,0.29,0.05,0.29,Matches
1665,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,22,2002,2,0,102,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1666,Toni Martínez,es ESP,FW,Alavés,es La Liga,28,1997,37,32,2714,30.2,14,3,17,13,1,1,2,0,0.46,0.10,0.56,0.43,0.53,Matches
1667,Adam Marušić,me MNE,DF,Lazio,it Serie A,32,1992,33,32,2778,30.9,1,2,3,1,0,0,1,1,0.03,0.06,0.10,0.03,0.10,Matches
1668,Omar Mascarell,gq EQG,"MF,DF",Mallorca,es La Liga,32,1993,30,26,2239,24.9,2,2,4,2,0,0,5,0,0.08,0.08,0.16,0.08,0.16,Matches
1669,Adam Masina,ma MAR,DF,Torino,it Serie A,31,1994,5,2,235,2.6,0,1,1,0,0,0,0,0,0.00,0.38,0.38,0.00,0.38,Matches
1670,Patrizio Masini,it ITA,MF,Genoa,it Serie A,24,2001,28,13,1413,15.7,0,1,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,Matches
1671,Han-Noah Massengo,fr FRA,MF,Augsburg,de Bundesliga,24,2001,33,29,2427,27.0,2,1,3,2,0,0,5,0,0.07,0.04,0.11,0.07,0.11,Matches
1672,Franco Mastantuono,ar ARG,"MF,FW",Real Madrid,es La Liga,17,2007,23,11,1037,11.5,1,0,1,1,0,0,5,1,0.09,0.00,0.09,0.09,0.09,Matches
1673,Arthur Masuaku,cd COD,DF,Sunderland,eng Premier League,31,1993,3,2,126,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1674,Arthur Masuaku,cd COD,"DF,MF",Lens,fr Ligue 1,31,1993,4,3,227,2.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1675,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,32,1992,32,32,2833,31.5,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
1676,Igor Matanović,hr CRO,FW,Freiburg,de Bundesliga,22,2003,31,14,1571,17.5,11,2,13,10,1,2,0,0,0.63,0.11,0.74,0.57,0.69,Matches
1677,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,22,2002,26,13,1398,15.5,2,4,6,2,0,0,3,0,0.13,0.26,0.39,0.13,0.39,Matches
1678,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,28,1997,32,25,2218,24.6,12,0,12,8,4,4,2,0,0.49,0.00,0.49,0.32,0.32,Matches
1679,Nemanja Matić,rs SRB,MF,Sassuolo,it Serie A,36,1988,34,31,2660,29.6,1,1,2,1,0,0,7,1,0.03,0.03,0.07,0.03,0.07,Matches
1680,Rudy Matondo,fr FRA,MF,Paris FC,fr Ligue 1,17,2008,11,8,743,8.3,2,0,2,2,0,0,1,1,0.24,0.00,0.24,0.24,0.24,Matches
1681,Rudy Matondo,fr FRA,MF,Auxerre,fr Ligue 1,17,2008,16,6,614,6.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
1682,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,23,2002,18,17,1489,16.5,1,1,2,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12,Matches
1683,Jean Mattéo Bahoya,fr FRA,"MF,FW",Frankfurt,de Bundesliga,20,2005,27,15,1331,14.8,3,4,7,3,0,0,2,0,0.20,0.27,0.47,0.20,0.47,Matches
1684,Alan Matturro,uy URU,DF,Levante,es La Liga,20,2004,19,10,947,10.5,1,1,2,1,0,0,0,1,0.10,0.10,0.19,0.10,0.19,Matches
1685,Neal Maupay,fr FRA,"FW,MF",Marseille,fr Ligue 1,28,1996,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1686,Neal Maupay,fr FRA,FW,Sevilla,es La Liga,28,1996,12,10,865,9.6,2,1,3,2,0,0,2,0,0.21,0.10,0.31,0.21,0.31,Matches
1687,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,27,1997,31,27,2534,28.2,3,0,3,3,0,0,2,0,0.11,0.00,0.11,0.11,0.11,Matches
1688,Christian Mawissa,fr FRA,"DF,MF",Monaco,fr Ligue 1,20,2005,18,13,1191,13.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
1689,Eliezer Mayenda,es ESP,"FW,MF",Sunderland,eng Premier League,20,2005,20,8,759,8.4,2,0,2,2,0,0,0,0,0.24,0.00,0.24,0.24,0.24,Matches
1690,Ezra Mayers,bb BRB,DF,West Ham,eng Premier League,18,2007,6,0,117,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1691,Borja Mayoral,es ESP,FW,Getafe,es La Liga,28,1997,16,12,1058,11.8,4,1,5,4,0,1,0,0,0.34,0.09,0.43,0.34,0.43,Matches
1692,Senny Mayulu,fr FRA,"MF,FW",PSG,fr Ligue 1,19,2006,26,21,1672,18.6,4,4,8,4,0,0,3,0,0.22,0.22,0.43,0.22,0.43,Matches
1693,Ibrahim Maza,dz ALG,MF,Leverkusen,de Bundesliga,19,2005,28,20,1849,20.5,3,4,7,3,0,0,2,0,0.15,0.19,0.34,0.15,0.34,Matches
1694,Noussair Mazraoui,ma MAR,"DF,MF",Manchester Utd,eng Premier League,27,1997,20,11,985,10.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
1695,Luca Mazzitelli,it ITA,MF,Cagliari,it Serie A,29,1995,18,9,767,8.5,2,2,4,2,0,0,3,0,0.23,0.23,0.47,0.23,0.47,Matches
1696,Pasquale Mazzocchi,it ITA,MF,Napoli,it Serie A,30,1995,16,2,310,3.4,0,1,1,0,0,0,0,1,0.00,0.29,0.29,0.00,0.29,Matches
1697,Nathan Mbala,,"MF,FW",Metz,fr Ligue 1,17,2008,13,4,441,4.9,2,2,4,2,0,0,0,0,0.41,0.41,0.82,0.41,0.82,Matches
1698,Samuel Mbangula,be BEL,"MF,FW",Werder Bremen,de Bundesliga,21,2004,26,12,1171,13.0,3,2,5,3,0,0,0,0,0.23,0.15,0.38,0.23,0.38,Matches
1699,Ethan Mbappé,fr FRA,"MF,FW",Lille,fr Ligue 1,18,2006,18,4,567,6.3,3,1,4,3,0,0,1,0,0.48,0.16,0.63,0.48,0.63,Matches
1700,Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,26,1998,31,29,2599,28.9,25,5,30,17,8,9,4,0,0.87,0.17,1.04,0.59,0.76,Matches
1701,Ibrahim Mbaye,sn SEN,"FW,MF",PSG,fr Ligue 1,17,2008,24,10,1006,11.2,3,2,5,3,0,0,0,0,0.27,0.18,0.45,0.27,0.45,Matches
1702,Malick Mbaye,sn SEN,MF,Metz,fr Ligue 1,21,2004,5,3,300,3.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1703,Chancel Mbemba,cd COD,DF,Lille,fr Ligue 1,30,1994,13,9,954,10.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
1704,Bryan Mbeumo,cm CMR,"MF,FW",Manchester Utd,eng Premier League,25,1999,33,31,2609,29.0,11,3,14,11,0,0,4,0,0.38,0.10,0.48,0.38,0.48,Matches
1705,Michel Mboula,ga GAB,"DF,MF",Metz,fr Ligue 1,22,2003,14,10,746,8.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
1706,Pathé Mboup,sn SEN,MF,Brest,fr Ligue 1,21,2003,28,9,1054,11.7,1,0,1,1,0,0,6,0,0.09,0.00,0.09,0.09,0.09,Matches
1707,Moustapha Mbow,sn SEN,DF,Paris FC,fr Ligue 1,25,2000,31,30,2717,30.2,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,Matches
1708,James Mcatee,eng ENG,MF,Nottingham,eng Premier League,22,2002,14,2,298,3.3,0,1,1,0,0,0,1,0,0.00,0.30,0.30,0.00,0.30,Matches
1709,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,30,1994,30,28,2137,23.7,5,4,9,5,0,0,5,0,0.21,0.17,0.38,0.21,0.38,Matches
1710,Weston McKennie,us USA,MF,Juventus,it Serie A,26,1998,36,32,2835,31.5,5,5,10,5,0,0,5,0,0.16,0.16,0.32,0.16,0.32,Matches
1711,Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,26,1999,29,27,2404,26.7,0,2,2,0,0,0,7,1,0.00,0.07,0.07,0.00,0.07,Matches
1712,Dwight McNeil,eng ENG,MF,Everton,eng Premier League,25,1999,22,14,1168,13.0,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches
1713,Scott McTominay,sct SCO,MF,Napoli,it Serie A,28,1996,33,31,2791,31.0,10,3,13,10,0,1,1,0,0.32,0.10,0.42,0.32,0.42,Matches
1714,Facundo Medina,ar ARG,DF,Marseille,fr Ligue 1,26,1999,17,16,1365,15.2,0,1,1,0,0,0,7,0,0.00,0.07,0.07,0.00,0.07,Matches
1715,Jonas Meffert,de GER,MF,Hamburger SV,de Bundesliga,30,1994,4,1,145,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1716,Henrik Meister,dk DEN,FW,Pisa,it Serie A,21,2003,28,15,1515,16.8,2,0,2,2,0,0,2,0,0.12,0.00,0.12,0.12,0.12,Matches
1717,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,23,2001,25,22,1979,22.0,0,3,3,0,0,0,5,0,0.00,0.14,0.14,0.00,0.14,Matches
1718,Kader Meïté,fr FRA,FW,Rennes,fr Ligue 1,17,2007,17,6,535,5.9,3,2,5,3,0,0,0,0,0.50,0.34,0.84,0.50,0.84,Matches
1719,Hannibal Mejbri,tn TUN,MF,Burnley,eng Premier League,22,2003,27,15,1229,13.7,1,4,5,1,0,0,10,0,0.07,0.29,0.37,0.07,0.37,Matches
1720,Cléo Melieres,fr FRA,FW,Metz,fr Ligue 1,20,2005,2,0,31,0.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1721,Nuno Mendes,pt POR,DF,PSG,fr Ligue 1,23,2002,20,13,1256,14.0,4,5,9,3,1,1,1,0,0.29,0.36,0.64,0.21,0.57,Matches
1722,Brais Méndez,es ESP,"MF,FW",Real Sociedad,es La Liga,28,1997,29,21,1660,18.4,6,2,8,5,1,2,4,1,0.33,0.11,0.43,0.27,0.38,Matches
1723,Rodrigo Mendoza,es ESP,"MF,FW",Elche,es La Liga,20,2005,16,6,794,8.8,1,0,1,1,0,0,4,0,0.11,0.00,0.11,0.11,0.11,Matches
1724,Rodrigo Mendoza,es ESP,MF,Atlético Madrid,es La Liga,20,2005,8,8,434,4.8,0,1,1,0,0,0,2,0,0.00,0.21,0.21,0.00,0.21,Matches
1725,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,21,2004,25,24,2097,23.3,1,0,1,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,Matches
1726,Batista Mendy,fr FRA,MF,Sevilla,es La Liga,25,2000,27,19,1617,18.0,1,0,1,1,0,0,6,0,0.06,0.00,0.06,0.06,0.06,Matches
1727,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,30,1995,5,3,207,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1728,Formose Mendy,sn SEN,DF,Lorient,fr Ligue 1,24,2001,2,2,135,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1729,Nobel Mendy,sn SEN,DF,Rayo Vallecano,es La Liga,20,2004,24,22,1797,20.0,2,0,2,2,0,0,9,2,0.10,0.00,0.10,0.10,0.10,Matches
1730,Paul Mendy,sn SEN,FW,Cagliari,it Serie A,18,2007,9,3,335,3.7,2,0,2,2,0,0,1,0,0.54,0.00,0.54,0.54,0.54,Matches
1731,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,27,1998,30,26,2327,25.9,0,2,2,0,0,0,8,0,0.00,0.08,0.08,0.00,0.08,Matches
1732,Khalis Merah,fr FRA,"MF,FW",Lyon,fr Ligue 1,18,2007,22,15,1130,12.6,0,1,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches
1733,Alex Meret,it ITA,GK,Napoli,it Serie A,28,1997,11,11,979,10.9,0,1,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,Matches
1734,Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,29,1996,22,10,1036,11.5,4,3,7,4,0,0,1,0,0.35,0.26,0.61,0.35,0.61,Matches
1735,Quentin Merlin,fr FRA,"DF,MF",Rennes,fr Ligue 1,23,2002,33,27,2533,28.1,1,5,6,1,0,0,2,0,0.04,0.18,0.21,0.04,0.21,Matches
1736,Rafik Messali,fr FRA,MF,Toulouse,fr Ligue 1,22,2003,12,5,502,5.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
1737,Junior Messias,br BRA,MF,Genoa,it Serie A,34,1991,20,5,685,7.6,3,1,4,2,1,1,1,0,0.39,0.13,0.53,0.26,0.39,Matches
1738,Alejandro Mestanza,es ESP,MF,Getafe,es La Liga,20,2004,3,1,71,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1739,Connor Metcalfe,au AUS,"MF,FW",St Pauli,de Bundesliga,25,1999,25,3,592,6.6,0,2,2,0,0,0,2,0,0.00,0.30,0.30,0.00,0.30,Matches
1740,Dayann Methalie,fr FRA,MF,Toulouse,fr Ligue 1,19,2006,27,22,1871,20.8,2,1,3,2,0,0,9,0,0.10,0.05,0.14,0.10,0.14,Matches
1741,Karol Mets,ee EST,DF,St Pauli,de Bundesliga,32,1993,23,22,1932,21.5,1,0,1,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,Matches
1742,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,33,1991,25,21,1909,21.2,2,2,4,2,0,0,3,0,0.09,0.09,0.19,0.09,0.19,Matches
1743,Shumaira Mheuka,eng ENG,FW,Chelsea,eng Premier League,17,2007,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1744,Lucas Michal,fr FRA,MF,Metz,fr Ligue 1,20,2005,9,2,212,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1745,Lucas Michal,fr FRA,FW,Monaco,fr Ligue 1,20,2005,2,0,59,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1746,Georges Mikautadze,ge GEO,FW,Villarreal,es La Liga,24,2000,32,23,2109,23.4,13,6,19,13,0,0,1,0,0.55,0.26,0.81,0.55,0.81,Matches
1747,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,24,2000,2,2,179,2.0,1,0,1,1,0,0,0,0,0.50,0.00,0.50,0.50,0.50,Matches
1748,Wisdom Mike,de GER,FW,Bayern Munich,de Bundesliga,16,2008,4,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1749,William Mikelbrencis,fr FRA,"MF,DF",Hamburger SV,de Bundesliga,21,2004,26,15,1372,15.2,0,4,4,0,0,0,3,0,0.00,0.26,0.26,0.00,0.26,Matches
1750,Daniel Mikołajewski,pl POL,FW,Parma,it Serie A,19,2006,3,1,70,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1751,Antoni Milambo,nl NED,MF,Brentford,eng Premier League,20,2005,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1752,Nikola Milenković,rs SRB,DF,Nottingham,eng Premier League,27,1997,38,37,3375,37.5,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
1753,Lewis Miley,eng ENG,"MF,DF",Newcastle,eng Premier League,19,2006,23,15,1496,16.6,1,4,5,1,0,0,0,0,0.06,0.24,0.30,0.06,0.30,Matches
1754,Arkadiusz Milik,pl POL,FW,Juventus,it Serie A,31,1994,2,0,36,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1755,Vanja Milinković-Savić,rs SRB,GK,Napoli,it Serie A,28,1997,27,27,2430,27.0,0,1,1,0,0,0,0,0,0.00,0.04,0.04,0.00,0.04,Matches
1756,Éder Militão,br BRA,DF,Real Madrid,es La Liga,27,1998,16,14,1139,12.7,2,1,3,2,0,0,2,0,0.16,0.08,0.24,0.16,0.24,Matches
1757,Luis Milla,es ESP,MF,Getafe,es La Liga,30,1994,37,37,3271,36.3,1,10,11,1,0,0,5,1,0.03,0.28,0.30,0.03,0.30,Matches
1758,Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,32,1992,33,24,1973,21.9,7,1,8,7,0,0,6,1,0.32,0.05,0.36,0.32,0.36,Matches
1759,Lennon Miller,sct SCO,MF,Udinese,it Serie A,18,2006,24,9,996,11.1,0,2,2,0,0,0,4,0,0.00,0.18,0.18,0.00,0.18,Matches
1760,James Milner,eng ENG,MF,Brighton,eng Premier League,39,1986,20,7,784,8.7,1,1,2,0,1,1,2,0,0.11,0.11,0.23,0.00,0.11,Matches
1761,Veljko Milosavljević,rs SRB,DF,Bournemouth,eng Premier League,18,2007,7,4,368,4.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1762,Jovan Milošević,rs SRB,FW,Werder Bremen,de Bundesliga,20,2005,13,5,488,5.4,3,1,4,3,0,0,2,0,0.55,0.18,0.74,0.55,0.74,Matches
1763,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,28,1996,25,19,1602,17.8,1,1,2,1,0,0,1,0,0.06,0.06,0.11,0.06,0.11,Matches
1764,Yerry Mina,co COL,DF,Cagliari,it Serie A,30,1994,26,26,2150,23.9,2,0,2,2,0,0,5,1,0.08,0.00,0.08,0.08,0.08,Matches
1765,Takumi Minamino,jp JPN,MF,Monaco,fr Ligue 1,30,1995,15,11,944,10.5,3,2,5,3,0,0,4,0,0.29,0.19,0.48,0.29,0.48,Matches
1766,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,32,1993,17,15,1324,14.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1767,Óscar Mingueza,es ESP,MF,Celta Vigo,es La Liga,26,1999,34,21,1968,21.9,1,4,5,1,0,0,4,0,0.05,0.18,0.23,0.05,0.23,Matches
1768,Yankuba Minteh,gm GAM,MF,Brighton,eng Premier League,21,2004,34,26,2391,26.6,3,4,7,3,0,0,3,0,0.11,0.15,0.26,0.11,0.26,Matches
1769,Bojan Miovski,mk MKD,FW,Girona,es La Liga,26,1999,1,1,44,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1770,Rafa Mir,es ESP,"FW,MF",Elche,es La Liga,28,1997,27,21,1803,20.0,8,0,8,7,1,2,4,0,0.40,0.00,0.40,0.35,0.35,Matches
1771,Juan Miranda,es ESP,DF,Bologna,it Serie A,25,2000,32,29,2573,28.6,1,3,4,1,0,0,6,0,0.03,0.10,0.14,0.03,0.14,Matches
1772,Fabio Miretti,it ITA,MF,Juventus,it Serie A,21,2003,23,5,617,6.9,1,2,3,1,0,0,1,0,0.15,0.29,0.44,0.15,0.44,Matches
1773,Tyrick Mitchell,eng ENG,MF,Crystal Palace,eng Premier League,25,1999,38,36,3251,36.1,1,2,3,1,0,0,6,0,0.03,0.06,0.08,0.03,0.08,Matches
1774,Kaoru Mitoma,jp JPN,"MF,FW",Brighton,eng Premier League,28,1997,25,19,1721,19.1,3,1,4,3,0,0,5,0,0.16,0.05,0.21,0.16,0.21,Matches
1775,Maximilian Mittelstädt,de GER,"DF,MF",Stuttgart,de Bundesliga,28,1997,32,24,2186,24.3,6,4,10,2,4,4,4,0,0.25,0.16,0.41,0.08,0.25,Matches
1776,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,36,1989,30,16,1560,17.3,4,1,5,4,0,0,5,0,0.23,0.06,0.29,0.23,0.29,Matches
